@revC_Rain	1432545243	たかひろー！！！！！　#EP演習
@As2Ca_fms	1432545244	初っ端これかよ（笑） #EP演習
@ryo_corleonis	1432545249	ゲーム系？#EP演習
@nagistars_fms	1432545249	ゲーム系　　#EP演習
@koroendo7	1432545253	ゲーム系 #とは#EP演習
@funi_fms	1432545253	EP演習発表会ハジマタ　#EP演習
@kwzr	1432545255	「ゲーム系」 #EP演習
@matatsuna	1432545257	ゲーム#EP演習
@nyu___nSfms	1432545260	しかもちゃんと２分以内やったな#EP演習
@3846masa	1432545263	ゲーム系 #とは #EP演習
@fmstiara	1432545263	ゲーム系とは#EP演習
@mugityalove	1432545266	あらまた、オシャレなイメージ。 #EP演習
@sskai_fms	1432545268	音楽いいな#EP演習
@mkk_fms	1432545269	たかひろ！#EP演習
@pvcresinfmsfms	1432545270	ゲーム系とは #EP演習
@satoken_fms	1432545271	ゲーム系（？） #EP演習
@de_kyuu	1432545277	これはgood apple #EP演習
@5618kurokki	1432545280	恒例の悪林檎 #EP演習
@liz_ei	1432545286	なんか文字ダブってる？　#ep演習
@senninmame	1432545288	ぬるぬるうごいてる　#EP演習
@kaz_tch	1432545289	自動で揃うルービックキューブ #EP演習 pic.twitter.com/EGCfBhCgNJ
@fms3_hy	1432545302	リンゴ一人目#EP演習
@nagistars_fms	1432545305	リンゴの避けゲー?　　#EP演習
@thistle0701	1432545309	みんな普通にすごいね？#EP演習
@matatsuna	1432545310	badappleのインストのさけげーか！#EP演習
@od_bird	1432545311	bad apple １回目～　#EP演習
@ynmt_D	1432545317	2Dの避けるゲーム。 #EP演習
@tkgdisco	1432545319	エフェクトが細かい #EP演習
@HRYooba	1432545322	ゲーム系を作りました.当たるとゲームオーバー #EP演習
@revC_Rain	1432545322	バッドアップル！　#EP演習
@As2Ca_fms	1432545324	たかひろもすごい！ #EP演習
@FMS_Cat	1432545325	良い爆発エフェクト、すげえじゃん #EP演習
@sskai_fms	1432545325	どこであたり判定されてるんだろう？#EP演習
@fms_hama	1432545327	たかひろ頑張った！！#EP演習
@thimi_fms	1432545329	badapple！！面白そう！！BGMは大事だよ！#EP演習 pic.twitter.com/d0k52w10Fg
@kabocha_muri	1432545332	バッドアップルで攻めてくる #EP演習
@harmonychild527	1432545333	BAD APPLE　きたーー#EP演習
@tvsrremix	1432545336	いいね！！！ #EP演習
@vaseline_gk	1432545339	ことしはあんまりツイッターID宣伝しないのかな　#EP演習
@nagistars_fms	1432545343	TL早過ぎぃ　　#EP演習
@tkhs256	1432545343	エフェクトと残像よい　#EP演習
@matatsuna	1432545345	たかひろ乙かれ～！！#EP演習
@bf_fms	1432545346	リンゴわろたw#EP演習
@mkk_fms	1432545347	BADAPPLEおしゃれ#EP演習
@knt800_run	1432545350	プレゼンよかった！　#EP演習
@aristocrat_	1432545351	２. TAKAHIRO: bad appleに当たるとアウト。BGMいい #EP演習
@FMS_Lichen	1432545354	悪林檎は学科のテーマソングです。 #EP演習
@od_bird	1432545354	TL速すぎやばくね　#EP演習
@tkw_fms	1432545355	TL早すぎて読み込まない #EP演習
@tkd_phydes	1432545357	BadApple大好き族FMS#EP演習
@09SY29balett	1432545358	これは時間が不安ですねー　#EP演習
